sofifa_id,nationality_name,international_reputation,nation_jersey_number
208153,South Africa,1,
208240,Argentina,1,
208432,Sweden,1,
208462,Netherlands,1,
208488,Croatia,1,
208521,France,1,
208592,United States,1,
208631,Poland,1,
208681,Belgium,1,
208714,Romania,1,
208730,Germany,1,
209194,Germany,1,
209196,Germany,1,
209335,Norway,1,
209372,Netherlands,1,
209417,Poland,1,
209637,Italy,1,
209737,Brazil,1,
209746,Turkey,1,
209935,Scotland,1,15.0
209950,Brazil,1,
210004,Germany,1,
210044,England,1,
210140,Saudi Arabia,1,
210202,Saudi Arabia,1,
210237,Germany,1,
210263,Republic of Ireland,1,
210269,Brazil,1,
210303,Germany,1,
210381,Greece,1,
210698,Germany,1,
210798,Sierra Leone,1,
210879,Slovenia,1,
211004,Korea Republic,1,
211021,Norway,1,
211060,Brazil,1,
211089,France,1,
211173,Saudi Arabia,1,
211189,Italy,1,
211211,Spain,1,
211243,Spain,1,
211245,Poland,1,
211378,Australia,1,22.0
211394,Italy,1,
211635,Korea Republic,1,
211671,Croatia,1,
211703,Germany,1,
211723,Germany,1,
211736,Germany,1,
211739,Germany,1,
211786,Brazil,1,
211870,Azerbaijan,1,
211955,Germany,1,
212066,Korea Republic,1,
212120,Belgium,1,
212223,Republic of Ireland,1,
212248,Germany,1,
212420,Senegal,1,
212483,Gabon,1,
212487,Scotland,1,
212516,Scotland,1,
212680,Northern Ireland,1,19.0
212764,Brazil,1,
212819,Japan,1,
212938,Norway,1,
212940,Côte d'Ivoire,1,
212944,Ecuador,1,
212992,Iceland,1,22.0
212994,England,1,
213061,Japan,1,
213105,Wales,1,
213106,Iceland,1,16.0
213152,England,1,
213471,Sweden,1,
213509,Brazil,1,
213612,Sweden,1,
213619,Argentina,1,
213778,Norway,1,
213841,Algeria,1,
213878,Brazil,1,
213949,Ghana,1,
214000,Peru,1,
214035,Colombia,1,
214135,Colombia,1,
214151,Colombia,1,
214250,Colombia,1,
214280,Chile,1,
214412,Chile,1,
214582,Colombia,1,
214594,Argentina,1,
214611,Colombia,1,
214615,Colombia,1,
214776,Argentina,1,
214876,England,1,
214877,Norway,1,
214884,Poland,1,
214915,Chile,1,
214965,Argentina,1,
214980,Colombia,1,
214993,Argentina,1,
215043,Argentina,1,
215081,Argentina,1,
215083,Argentina,1,
215097,France,1,
215139,Argentina,1,
215178,Argentina,1,
215195,Norway,1,
215250,Argentina,1,
215254,Argentina,1,
215267,Argentina,1,
215309,Argentina,1,
215328,Argentina,1,
215343,Argentina,1,
215351,Argentina,1,
215355,Argentina,1,
215383,Senegal,1,
215459,Switzerland,1,
215568,Spain,1,
215572,Spain,1,
215650,Netherlands,1,
215817,Montenegro,1,
216182,Austria,1,
216184,Austria,1,
216232,France,1,
216268,England,1,
216271,Netherlands,1,
216281,Bosnia and Herzegovina,1,
216284,Germany,1,
216286,Denmark,1,
216381,Germany,1,
216479,Albania,1,
216523,Greece,1,
217086,Burundi,1,
217242,Japan,1,
217441,Iran,1,
217709,Brazil,1,
218341,Croatia,1,
218880,Gambia,1,
218887,Switzerland,1,
219091,Chile,1,
219177,England,1,
219216,England,1,
219448,Germany,1,
219451,Argentina,1,
219558,Ghana,1,
219575,Argentina,1,
219605,Chile,1,
219767,Senegal,1,
219771,Brazil,1,
219860,Colombia,1,
219871,Colombia,1,
219937,Germany,1,
219941,Chile,1,
219952,Scotland,1,
219957,Denmark,1,
219969,Russia,1,
219998,Italy,1,
220028,Canada,1,16.0
220030,France,1,
220139,Republic of Ireland,1,
220140,England,1,
220291,Argentina,1,
220388,Morocco,1,
220433,Spain,1,
220693,Brazil,1,
220886,New Zealand,1,6.0
220965,Morocco,1,
221024,Denmark,1,
221197,Nigeria,1,
221336,France,1,
221350,France,1,
221456,England,1,
221489,Chile,1,
221556,Congo DR,1,
221643,Korea Republic,1,
221658,Saudi Arabia,1,
221704,Colombia,1,
221705,England,1,
221713,United States,1,
221820,China PR,1,10.0
222066,Argentina,1,
222156,England,1,
222163,Slovakia,1,
222319,Colombia,1,
222358,Colombia,1,
222389,Russia,1,
222396,England,1,
222407,Spain,1,
222513,England,1,
222557,United States,1,
222576,Spain,1,
222587,Argentina,1,
222741,Brazil,1,
222773,Germany,1,
222878,England,1,
222889,Argentina,1,
222988,Japan,1,
223016,Turkey,1,
223085,England,1,
223128,Turkey,1,
223150,France,1,
223207,Hungary,1,2.0
223229,Romania,1,4.0
223344,China PR,1,
223370,Germany,1,
223510,Guinea Bissau,1,
223566,Netherlands,1,
223595,Philippines,1,
223603,Germany,1,
223637,Peru,1,
223668,France,1,
223727,Scotland,1,
223737,Netherlands,1,
223740,Spain,1,
223751,Germany,1,
223752,Colombia,1,
223769,Turkey,1,
223857,Chile,1,
223938,Belgium,1,
224009,Nigeria,1,
224021,England,1,
224057,Argentina,1,
224062,Poland,1,
224099,England,1,
224149,United States,1,
224211,Morocco,1,
224302,Poland,1,
224358,Spain,1,
224395,Germany,1,
224403,Argentina,1,
224483,Denmark,1,
224544,China PR,1,
224604,China PR,1,3.0
224702,China PR,1,12.0
224821,Switzerland,1,
224842,Scotland,1,
225072,England,1,
225105,Spain,1,
225139,South Africa,1,
225145,South Africa,1,
225168,France,1,
225189,Italy,1,
225202,Spain,1,
225270,Chile,1,
225396,Chile,1,
225529,Brazil,1,
225530,Belgium,1,
225543,England,1,
225589,Scotland,1,
225652,Romania,1,
225811,Colombia,1,
225868,Spain,1,
225939,Germany,1,
226033,Sweden,1,
226152,Brazil,1,
226431,Portugal,1,
226507,England,1,
226535,Liberia,1,
226579,Mexico,1,
226686,Germany,1,
227040,England,1,
227235,Austria,1,
227362,Norway,1,
227370,Germany,1,
227412,Colombia,1,
227547,Congo,1,
227594,Colombia,1,
227630,England,1,
227766,Georgia,1,
227794,Netherlands,1,
227900,Argentina,1,
227932,Germany,1,
227945,Scotland,1,
228082,Germany,1,
228111,Republic of Ireland,1,
228225,Jamaica,1,
228303,Spain,1,
228375,Argentina,1,
228593,Switzerland,1,
228682,Chile,1,
228704,Japan,1,
228711,Argentina,1,
228730,Paraguay,1,
228827,Cameroon,1,
228883,Germany,1,
228888,England,1,
228894,England,1,
228897,France,1,
229038,Spain,1,
229045,Gambia,1,
229147,Portugal,1,
229207,Spain,1,
229210,Syria,1,
229212,Netherlands,1,
229217,Ghana,1,
229277,Germany,1,
229337,Brazil,1,
229375,England,1,
229379,United States,1,
229473,Portugal,1,
229488,Mexico,1,
229501,Brazil,1,
229640,Denmark,1,
229650,Canada,1,
229748,Costa Rica,1,
229817,Austria,1,
229839,Mexico,1,
229891,Norway,1,
229894,Spain,1,
229925,Germany,1,
230047,Germany,1,
230075,Brazil,1,
230143,Albania,1,
230157,Slovakia,1,
230221,Brazil,1,
230228,Brazil,1,
230247,Brazil,1,
230273,Brazil,1,
230357,Brazil,1,
230363,Brazil,1,
230372,Brazil,1,
230467,Brazil,1,
230515,Brazil,1,
230624,Turkey,1,
230638,Colombia,1,
230802,Saudi Arabia,1,
230872,Serbia,1,
230882,England,1,
231025,Spain,1,
231056,New Zealand,1,1.0
231073,Serbia,1,
231184,Spain,1,
231212,Argentina,1,
231231,Mexico,1,
231354,Serbia,1,
231472,Ghana,1,
231726,Romania,1,
231873,Spain,1,
231878,United States,1,
231886,United States,1,
232066,Paraguay,1,
232253,Brazil,1,
232479,Japan,1,
232512,Japan,1,
232562,Japan,1,
232571,Japan,1,
232573,Japan,1,
232586,Japan,1,
232594,Japan,1,
232608,Japan,1,
232643,Germany,1,
232695,Argentina,1,
232708,Argentina,1,
232870,Japan,1,
233141,Japan,1,
233164,Kosovo,1,
233178,Germany,1,
233282,Korea Republic,1,
233373,Côte d'Ivoire,1,
233565,England,1,
233571,Peru,1,
233630,Belgium,1,
233780,Argentina,1,
233851,Republic of Ireland,1,
233870,Portugal,1,
233911,Spain,1,
233917,Switzerland,1,
234004,Brazil,1,
234005,Brazil,1,
234018,Brazil,1,
234025,Brazil,1,
234033,Spain,1,
234048,Ghana,1,
234129,Turkey,1,
234134,Brazil,1,
234164,Portugal,1,
234184,Japan,1,
234202,Netherlands,1,
234229,Scotland,1,
234239,France,1,
234284,Benin,1,
234371,France,1,
234385,Germany,1,
234472,Denmark,1,
234576,Portugal,1,
234579,Colombia,1,
234587,Chile,1,
234667,Guinea Bissau,1,
234817,Switzerland,1,
234856,France,1,
234877,Croatia,1,
234929,Brazil,1,
234983,Albania,1,
235103,Ghana,1,
235124,Mexico,1,
235156,Republic of Ireland,1,
235215,Italy,1,
235355,Netherlands,1,
235360,Germany,1,
235458,Côte d'Ivoire,1,
235464,England,1,
235495,Turkey,1,
235513,Congo,1,
235519,Kosovo,1,
235580,Ghana,1,
235636,Denmark,1,
235647,Ghana,1,
235662,Ghana,1,
235670,Sweden,1,
235729,Scotland,1,
235735,Wales,2,15.0
235755,United States,1,
235770,England,1,
235842,Italy,1,
235971,Spain,1,
235991,Argentina,1,
236046,Russia,1,
236165,Brazil,1,
236217,Germany,1,
236242,Bolivia,1,
236258,Peru,1,
236300,Nigeria,1,
236308,Italy,1,
236427,Sweden,1,
236458,Greece,1,
236464,Belgium,1,
236490,Austria,1,
236522,Italy,1,
236535,Algeria,1,
236543,Uruguay,1,
236555,Brazil,1,
236571,Netherlands,1,
236671,Argentina,1,
236692,Spain,1,
236846,Cape Verde Islands,1,
236943,Ecuador,1,
237010,China PR,1,
237024,Germany,1,
237040,Greece,1,
237198,France,1,
237203,Paraguay,1,
237213,England,1,
237247,Hungary,1,
237283,Argentina,1,
237380,France,1,
237409,Japan,1,
237410,Ukraine,1,
237435,Japan,1,
237469,Cameroon,1,
237494,Bosnia and Herzegovina,1,
237511,Iceland,1,15.0
237548,Tunisia,1,
237635,Germany,1,
237665,Japan,1,
237700,Nigeria,1,
237739,Japan,1,
237743,Japan,1,
237764,Japan,1,
237780,Japan,1,
237823,Japan,1,
237848,Mexico,1,
237930,Denmark,1,
237994,Argentina,1,
238011,Switzerland,1,
238040,Netherlands,1,
238225,Spain,1,
238236,Norway,1,
238330,Georgia,1,
238391,Congo DR,1,
238464,Slovenia,1,
238569,Ghana,1,
238576,Korea Republic,1,
238619,Germany,1,
238643,Germany,1,
238662,Poland,1,3.0
238873,Italy,1,
238882,Spain,1,
238965,Germany,1,
238986,Austria,1,
238989,Slovenia,1,
239121,Germany,1,
239254,Turkey,1,
239267,Angola,1,
239350,Scotland,1,
239357,Austria,1,
239378,Netherlands,1,
239405,Netherlands,1,
239476,Austria,1,
239493,Germany,1,
239494,Germany,1,
239496,France,1,
239505,Poland,1,
239590,Argentina,1,
239679,Italy,1,
239696,Kosovo,1,
239738,Mexico,1,
239822,Mexico,1,
239841,Greece,1,
239922,Portugal,1,
239951,Argentina,1,
239980,Romania,1,
239986,Spain,1,
240020,Portugal,1,
240027,Kosovo,1,
240032,Venezuela,1,
240040,Denmark,1,
240201,Spain,1,
240277,Italy,1,
240343,Italy,1,
240351,Congo DR,1,
240371,Slovakia,1,
240454,Cameroon,1,
240589,Spain,1,
240658,Morocco,1,
240663,Uruguay,1,
240773,Wales,1,17.0
240942,Spain,1,
240943,France,1,
240964,Argentina,1,
241002,United States,1,
241010,Argentina,1,
241043,Uruguay,1,
241089,Burkina Faso,1,
241233,South Africa,1,
241236,England,1,
241237,Senegal,1,
241523,Finland,1,26.0
241632,Argentina,1,
241737,Norway,1,
241842,England,1,
241858,Côte d'Ivoire,1,
241861,Australia,1,
241930,Argentina,1,
241984,Jamaica,1,
241985,Spain,1,
242006,Japan,1,
242054,Brazil,1,
242174,Colombia,1,
242200,Sweden,1,
242202,Netherlands,1,
242265,Republic of Ireland,1,
242306,Chile,1,
242324,France,1,
242381,Netherlands,1,
242383,Germany,1,
242406,Brazil,1,
242448,Brazil,1,
242453,Netherlands,1,
242482,Argentina,1,
242490,Colombia,1,
242503,United States,1,
242596,United States,1,
242677,Czech Republic,1,
242749,England,1,
242815,Austria,1,
242845,Romania,1,14.0
243057,Wales,1,3.0
243201,Spain,1,
243235,Cameroon,1,
243244,Turkey,1,
243275,Germany,1,
243311,Spain,1,
243473,Australia,1,17.0
243521,Argentina,1,
243553,Spain,1,
243574,Canada,1,2.0
243586,Morocco,1,
243619,Netherlands,1,
243652,Spain,1,
243788,Albania,1,
243801,Germany,1,
243816,Argentina,1,
243857,South Africa,1,
243862,Nigeria,1,
243887,Germany,1,
244017,Algeria,1,
244085,Germany,1,
244117,France,1,
244135,Serbia,1,
244143,Romania,1,
244147,Romania,1,
244161,France,1,
244187,Senegal,1,
244210,Spain,1,
244344,Greece,1,
244363,Brazil,1,
244399,France,1,
244464,Ecuador,1,
244474,Romania,1,
244480,France,1,
244624,Spain,1,
244641,Peru,1,
244661,Brazil,1,
244692,Denmark,1,
244751,Mali,1,
244793,Czech Republic,1,
244970,France,1,
245097,Germany,1,
245231,Ecuador,1,
245237,Chile,1,
245247,Uruguay,1,
245283,Algeria,1,
245340,England,1,
245368,Turkey,1,
245733,Germany,1,
245822,Turkey,1,
245986,Spain,1,
246014,Peru,1,
246074,Germany,1,
246118,Turkey,1,
246179,Netherlands,1,
246275,Spain,1,
246276,Spain,1,
246309,Portugal,1,
246351,Spain,1,
246437,Japan,1,
246565,France,1,
246594,France,1,
246679,France,1,
246739,Senegal,1,
246797,Japan,1,
246800,Canada,1,
246806,Korea Republic,1,
246826,Japan,1,
246832,Côte d'Ivoire,1,
246840,Chile,1,
246845,Germany,1,
246923,England,1,
246974,Portugal,1,
247027,Brazil,1,
247060,United Arab Emirates,1,
247086,Denmark,1,
247180,Portugal,1,
247197,China PR,1,
247228,Canada,1,
247229,Italy,1,
247385,England,1,
247474,United States,1,
247643,Czech Republic,1,
247648,Canada,1,
247668,Côte d'Ivoire,1,
247854,Mauritania,1,
247888,Italy,1,
247949,Romania,1,
248004,Romania,1,
248043,Romania,1,
248061,Romania,1,
248106,Netherlands,1,
248107,Romania,1,
248149,Poland,1,
248710,Spain,1,
248729,Denmark,1,
248781,France,1,
248811,Portugal,1,
248870,Paraguay,1,
250868,France,1,
250918,Comoros,1,
250961,Netherlands,1,
251185,Morocco,1,
251193,South Africa,1,
251236,Romania,1,2.0
251413,Austria,1,
251445,Brazil,1,
251504,Guinea Bissau,1,
251626,Netherlands,1,
251779,Croatia,1,
251818,Argentina,1,
251944,Spain,1,
251954,Netherlands,1,
252044,Argentina,1,
252053,Ecuador,1,
252081,Turkey,1,
252162,Japan,1,
252275,Serbia,1,
252291,Brazil,1,
252376,Republic of Ireland,1,
252448,Germany,1,
252484,Romania,1,
252495,Poland,1,
252508,Poland,1,6.0
252567,Greece,1,
252594,France,1,
252864,Spain,1,
253008,Mexico,1,
253052,Burkina Faso,1,
253100,Mexico,1,
253122,Mali,1,
253136,Greece,1,
253181,Nigeria,1,
253238,Paraguay,1,
253239,Paraguay,1,
253241,Paraguay,1,
253242,Argentina,1,
253265,Uruguay,1,
253302,Uruguay,1,
253305,Brazil,1,
253344,Ecuador,1,
253463,Turkey,1,
253569,Ecuador,1,
253581,Peru,1,
253586,Peru,1,
253735,Spain,1,
253766,Spain,1,
253777,Paraguay,1,
253816,Venezuela,1,
253847,Uruguay,1,
253908,Argentina,1,
254023,Ecuador,1,
254039,Ecuador,1,
254054,Ecuador,1,
254067,Ecuador,1,
254068,Ecuador,1,
254088,Côte d'Ivoire,1,
254142,New Zealand,1,7.0
254211,Ecuador,1,
254225,Brazil,1,
254245,Germany,1,
254258,Portugal,1,
254267,Poland,1,
254448,Ecuador,1,
254551,France,1,
254578,Argentina,1,
254587,Argentina,1,
254874,Japan,1,
254952,Paraguay,1,
255009,Netherlands,1,
255021,Nigeria,1,
255043,United States,1,
255069,Spain,1,
255105,Belarus,1,
255109,Slovenia,1,
255154,Ukraine,1,
255158,Spain,1,
255257,Portugal,1,
255319,Uruguay,1,
255400,Belgium,1,
255441,Mali,1,
255461,Spain,1,
255533,Burundi,1,
255573,Scotland,1,
255839,France,1,
255886,Argentina,1,
255939,Slovenia,1,
256008,Brazil,1,
256261,Germany,1,
256370,Sweden,1,
256548,Austria,1,
256658,Germany,1,
256689,Senegal,1,
256695,Serbia,1,
256705,Switzerland,1,
256781,Germany,1,
256902,France,1,
257000,Italy,1,
257057,Belgium,1,
257063,England,1,
257265,Brazil,1,
257270,France,1,
257338,Argentina,1,
257566,Spain,1,
257711,Italy,1,
257876,Austria,1,
258015,Greece,1,
258264,Slovakia,1,
258365,Portugal,1,
258371,Spain,1,
258407,France,1,
258464,Georgia,1,
258575,Côte d'Ivoire,1,
258648,Brazil,1,
258654,Croatia,1,
258728,Spain,1,
258798,North Macedonia,1,
258958,Ukraine,1,
259423,Spain,1,
259674,France,1,
259748,Czech Republic,1,
259796,Bolivia,1,
259833,Peru,1,
259835,Brazil,1,
259853,Russia,1,
259929,Uruguay,1,
259953,Uruguay,1,
259978,Venezuela,1,
260185,Japan,1,
260592,Slovenia,1,
260593,Argentina,1,
260637,Brazil,1,
260646,Ecuador,1,
260823,Italy,1,
260843,Belgium,1,
261084,Senegal,1,
261275,Argentina,1,
261381,Peru,1,
261771,Mali,1,
262429,Brazil,1,
262473,Netherlands,1,
262505,Spain,1,
262585,Croatia,1,
262629,Nigeria,1,
262744,Morocco,1,
262800,Azerbaijan,1,
262801,Argentina,1,
262932,Brazil,1,
263032,Bosnia and Herzegovina,1,
263072,Portugal,1,
263238,Iran,1,
263280,Czech Republic,1,
263283,Slovakia,1,
263389,Turkey,1,
263704,Brazil,1,
263929,Italy,1,
264181,Serbia,1,
264268,Brazil,1,
264337,Brazil,1,
264450,Nigeria,1,
264453,Netherlands,1,
23823,Sweden,1,
52340,Switzerland,1,
124344,Turkey,1,
135537,Romania,1,
135587,Finland,1,
140222,Paraguay,1,
142756,Argentina,1,
144160,Turkey,1,
145014,Spain,1,
148729,Norway,1,
153062,Argentina,1,
155463,Romania,1,
155976,Scotland,1,
156675,Scotland,1,
157804,England,2,
158293,China PR,1,
159904,Uruguay,1,
163156,Republic of Ireland,1,
163201,Northern Ireland,1,12.0
164529,United States,1,
164766,Scotland,1,
164858,Finland,1,14.0
165191,England,1,
166844,Northern Ireland,1,10.0
168317,Eritrea,1,
169586,England,1,
169596,England,2,
170008,England,1,
171082,Belgium,1,
171087,Spain,1,
171490,Italy,1,
172013,Spain,1,
173165,Italy,1,
174669,Poland,1,
175789,Iceland,1,8.0
175934,Belgium,1,
176061,United States,1,
176346,Korea Republic,1,
176599,Uruguay,1,
176849,France,1,
176996,France,1,
177138,Brazil,1,
177390,Bosnia and Herzegovina,2,
177564,Spain,1,
178089,Australia,1,
178143,Turkey,1,
178565,Argentina,1,
179663,England,1,
179822,South Africa,1,
179840,Australia,1,
179971,Switzerland,1,
179984,Belgium,1,
180903,Republic of Ireland,1,
181681,Republic of Ireland,1,
182096,China PR,1,
182207,England,1,
182209,England,1,
182412,China PR,1,
182440,Australia,1,
182464,China PR,1,
182621,Jamaica,1,
182694,England,1,
182897,Belgium,1,
183228,Poland,1,
183244,Australia,1,
183336,Norway,1,
183640,Germany,1,
183644,Austria,1,
183741,Australia,1,
184229,Norway,1,
184255,Iceland,1,
184387,England,1,
184457,Netherlands,2,
184747,Scotland,1,
184901,Korea Republic,1,
185018,France,1,
185171,Netherlands,1,
185316,Norway,1,
186116,England,1,
186595,England,1,
186781,United States,1,
186950,Switzerland,1,
186984,Mexico,1,
187113,Luxembourg,1,
187339,Iraq,1,
187620,Netherlands,1,
188202,Belgium,1,
188289,France,1,
188305,Morocco,1,
188313,Portugal,1,
188621,Netherlands,1,
188674,Turkey,1,
188856,Austria,1,
189024,Ecuador,1,
189141,Sweden,1,
189148,Scotland,1,
189160,Jamaica,1,
189233,Sweden,1,
189383,Denmark,1,
189451,Argentina,1,
189536,Croatia,1,
189691,England,1,
189776,Wales,1,
189885,England,1,
190180,Australia,1,21.0
190330,Italy,1,
190424,Ghana,1,
190490,Côte d'Ivoire,1,
190530,Madagascar,1,
190583,England,1,
190597,Austria,1,
190667,Germany,1,
190747,Spain,1,
190907,Brazil,1,
190962,Scotland,1,
191089,England,1,
191153,Sweden,1,
191154,Sweden,1,
192012,Mexico,1,
192110,Mexico,1,
192231,England,1,
192363,Denmark,1,
192620,Germany,2,
193057,Curacao,1,
193097,Germany,1,
193147,France,1,
193226,France,1,
193272,Austria,1,
193344,Switzerland,1,
193411,Switzerland,1,
193505,Switzerland,1,
193706,Bosnia and Herzegovina,1,
193851,Poland,1,
194014,Ecuador,1,
194092,Turkey,1,
194372,Turkey,1,
194907,Turkey,1,
196436,Peru,1,
196853,Peru,1,
197904,Congo DR,1,
197954,Norway,1,
198328,Spain,1,
198628,Argentina,1,
198751,Mexico,1,
198776,Wales,1,18.0
198856,Germany,1,
198903,Italy,1,
199088,China PR,1,20.0
199169,South Africa,1,
199215,Austria,1,
199238,Korea Republic,1,
199262,Korea Republic,1,
199277,Belgium,1,
199351,Germany,1,
199464,Mauritius,1,
199490,Spain,1,
199491,Spain,1,
199535,Austria,1,
199569,Mexico,1,
199747,Denmark,1,
199762,Poland,1,
199803,Germany,1,
199895,Switzerland,1,
199946,Belgium,1,
200076,Belgium,1,
200113,Suriname,1,
200357,Serbia,1,
200466,Germany,1,
200475,Germany,1,
200671,Mexico,1,
200696,Netherlands,1,
200793,Scotland,1,
200807,Wales,1,
201038,Austria,1,
201081,Poland,1,
201129,Czech Republic,1,
201149,Spain,1,
201295,Spain,1,
201346,Northern Ireland,1,9.0
201403,Spain,1,
201446,England,1,
201457,England,1,
201484,Republic of Ireland,1,
201512,Senegal,1,
201875,United States,1,
201978,Poland,1,
202043,Sweden,1,
202060,Sweden,1,
202077,United States,1,
202106,Germany,1,
202115,Germany,2,
202123,England,1,
202162,United States,1,
202301,Korea Republic,1,
202428,United States,1,
202491,England,1,
202512,Germany,1,
202518,Austria,1,
202558,Uruguay,1,
202559,Venezuela,1,
202620,Ghana,1,
202663,Republic of Ireland,1,17.0
202744,Congo DR,1,
202803,Switzerland,1,
202855,China PR,1,
202893,Finland,1,
203159,Germany,1,
203265,England,1,
203309,Australia,1,
203357,England,1,
203603,Czech Republic,1,
203615,Austria,1,
203754,Germany,1,
203756,England,1,
203848,Austria,1,
203862,Argentina,1,
204033,Scotland,1,
204211,Romania,1,
204269,Scotland,1,21.0
204324,Northern Ireland,1,
204367,Netherlands,1,
204380,Germany,1,
204445,Northern Ireland,1,
204476,Netherlands,1,
204502,England,1,
204682,Portugal,1,
204690,Austria,1,
204786,Romania,1,
204820,Scotland,1,
205015,Scotland,1,
205045,Germany,1,
205068,Portugal,1,
205185,Portugal,1,
205535,Denmark,1,
205655,England,1,
205752,Wales,1,
205846,Portugal,1,
205874,Turkey,1,
205948,Benin,1,
205961,Spain,1,
205975,Poland,1,
206089,Northern Ireland,1,
206106,Turkey,1,
206109,Ghana,1,
206430,England,1,
206530,Norway,1,
206538,England,1,
207559,Sweden,1,
207641,Chile,1,
207887,Germany,1,
207910,Brazil,1,
208111,Sweden,1,
208115,North Macedonia,1,
208374,United States,1,
208391,Ghana,1,
208523,Italy,1,
208630,Poland,1,
208679,Germany,1,
208764,Serbia,1,
208782,Netherlands,1,
208917,Saudi Arabia,1,
208949,Saudi Arabia,1,
208977,Saudi Arabia,1,
208989,England,1,
209371,Netherlands,1,
209456,Poland,1,
209510,Belgium,1,
209667,Greece,1,
209729,Scotland,1,
209769,Turkey,1,
209816,Angola,1,
209885,Australia,1,15.0
209957,Denmark,1,
210006,Germany,1,
210241,Germany,1,
210361,Belgium,1,
210389,Australia,1,
210439,Morocco,1,
210476,Austria,1,
210502,Austria,1,
210548,Italy,1,
210601,Austria,1,
210706,Comoros,1,
210713,Denmark,1,
210772,Germany,1,
210801,Ghana,1,
210843,Saudi Arabia,1,
210941,Korea Republic,1,
210954,Argentina,1,
